,0
239,-15.004020281249998
240,-15.004020281249998
241,-15.004020281249998
242,-15.004020281249998
243,-15.004020281249998
244,-15.004020281249998
245,-15.004020281249998
246,-15.004020281249998
247,-15.004020281249998
248,-15.004020281249998
249,-15.004020281249998
250,-15.004020281249998
251,-15.004020281249998
252,-15.004020281249998
253,-15.004020281249998
254,-15.004020281249998
255,-15.004020281249998
256,-15.004020281249998
257,-15.004020281249998
258,-15.004020281249998
259,-15.004020281249998
260,-15.004020281249998
261,-15.004020281249998
262,-15.004020281249998
263,-15.004020281249998
264,-15.004020281249998
265,-15.004020281249998
266,-15.004020281249998
267,-15.004020281249998
268,-15.004020281249998
269,-15.004020281249998
270,-15.004020281249998
271,-15.004020281249998
272,-15.004020281249998
273,484874.3196047188
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,-739.326
295,-22.17978
296,-22.17978
297,-22.17978
298,-22.17978
299,-22.17978
300,-22.17978
301,-22.17978
302,-22.17978
303,-22.17978
304,-22.17978
305,-22.17978
306,-22.17978
307,-22.17978
308,-22.17978
